,filename,path,mimeType,fileType,job_id,aws_path,Status,Error,DatadocsURL,bytesize,checksum
14,drifter_positions.csv,_jgofs/output/20230414143635/datasets/data/2305/dataURL/drifter_positions.csv,text/csv,Comma Separated Values (.csv),g77yqOPfPqQGOA,g77yqOPfPqQGOA/drifter_positions.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/g77yqOPfPqQGOA/drifter_positions.csv,15877,e7084584a550842c242bc9dfd63b930b
15,emet_W60_1995.csv,_jgofs/output/20230414143635/datasets/data/2306/dataURL/emet_W60_1995.csv,text/csv,Comma Separated Values (.csv),4WW2rjPC9GzB9Q,4WW2rjPC9GzB9Q/emet_W60_1995.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/4WW2rjPC9GzB9Q/emet_W60_1995.csv,450612,b04ff8a822761db359c8d84a5f3731b3
16,emet_W15_1995.csv,_jgofs/output/20230414143635/datasets/data/2307/dataURL/emet_W15_1995.csv,text/csv,Comma Separated Values (.csv),GwwAkJoTW802vw,GwwAkJoTW802vw/emet_W15_1995.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/GwwAkJoTW802vw/emet_W15_1995.csv,1789984,7787f6d078caf42c094a84675c4447e7
17,emet_W1_1995.csv,_jgofs/output/20230414143635/datasets/data/2308/dataURL/emet_W1_1995.csv,text/csv,Comma Separated Values (.csv),R88XymDToMVvD,R88XymDToMVvD/emet_W1_1995.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/R88XymDToMVvD/emet_W1_1995.csv,30122804,9d3bdcd761d1cd113e3236225325e0c0
18,emet_W60_1996.csv,_jgofs/output/20230414143635/datasets/data/2309/dataURL/emet_W60_1996.csv,text/csv,Comma Separated Values (.csv),5AAMvkXT0jw08O,5AAMvkXT0jw08O/emet_W60_1996.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/5AAMvkXT0jw08O/emet_W60_1996.csv,194830,699dc9ecd115e837ea3344e509a8eb2f
19,emet_W15_1996.csv,_jgofs/output/20230414143635/datasets/data/2310/dataURL/emet_W15_1996.csv,text/csv,Comma Separated Values (.csv),7DDMxm0CzkQjZA,7DDMxm0CzkQjZA/emet_W15_1996.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/7DDMxm0CzkQjZA/emet_W15_1996.csv,771948,c2989a0dfbb04cb46d0dbe9f7600528c
20,emet_W1_1996.csv,_jgofs/output/20230414143635/datasets/data/2311/dataURL/emet_W1_1996.csv,text/csv,Comma Separated Values (.csv),yppz4ByU6Z6PxO,yppz4ByU6Z6PxO/emet_W1_1996.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/yppz4ByU6Z6PxO/emet_W1_1996.csv,13348572,54df530274a52f75b4ed95a19174a712
21,emet_W60_1997.csv,_jgofs/output/20230414143635/datasets/data/2312/dataURL/emet_W60_1997.csv,text/csv,Comma Separated Values (.csv),zqqA8DzTxrgNMP,zqqA8DzTxrgNMP/emet_W60_1997.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/zqqA8DzTxrgNMP/emet_W60_1997.csv,537041,606d00989020a146392eb81d0f201182
22,emet_W15_1997.csv,_jgofs/output/20230414143635/datasets/data/2313/dataURL/emet_W15_1997.csv,text/csv,Comma Separated Values (.csv),p99nDpjSz9no7R,p99nDpjSz9no7R/emet_W15_1997.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/p99nDpjSz9no7R/emet_W15_1997.csv,2110328,777a13044ba1d6d41307a0c34aec7779
23,emet_W1_1997.csv,_jgofs/output/20230414143635/datasets/data/2314/dataURL/emet_W1_1997.csv,text/csv,Comma Separated Values (.csv),M77XqPVs5pDol5,M77XqPVs5pDol5/emet_W1_1997.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/M77XqPVs5pDol5/emet_W1_1997.csv,37491824,5ad965923c664518b159f8ac47344569
24,emet_W60_1998.csv,_jgofs/output/20230414143635/datasets/data/2315/dataURL/emet_W60_1998.csv,text/csv,Comma Separated Values (.csv),R88XymVcrmvNky,R88XymVcrmvNky/emet_W60_1998.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/R88XymVcrmvNky/emet_W60_1998.csv,250886,1b8644fa467e7ed1fcce78e61edef7fa
25,emet_W15_1998.csv,_jgofs/output/20230414143635/datasets/data/2316/dataURL/emet_W15_1998.csv,text/csv,Comma Separated Values (.csv),4WW2rjyHYNAAGg,4WW2rjyHYNAAGg/emet_W15_1998.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/4WW2rjyHYNAAGg/emet_W15_1998.csv,968780,f3a0c1e0e02e4e85d4c198d4a14847c0
26,emet_W1_1998.csv,_jgofs/output/20230414143635/datasets/data/2317/dataURL/emet_W1_1998.csv,text/csv,Comma Separated Values (.csv),6YYMwlphyBy59n,6YYMwlphyBy59n/emet_W1_1998.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/6YYMwlphyBy59n/emet_W1_1998.csv,17684207,b760bd1c1f4982943f03d781fd9746ba
27,emet_W60_1999.csv,_jgofs/output/20230414143635/datasets/data/2318/dataURL/emet_W60_1999.csv,text/csv,Comma Separated Values (.csv),4WW2rjnIYg7j3P,4WW2rjnIYg7j3P/emet_W60_1999.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/4WW2rjnIYg7j3P/emet_W60_1999.csv,907254,8e2218622e55c8c0927949f814b61bc0
28,emet_W15_1999.csv,_jgofs/output/20230414143635/datasets/data/2319/dataURL/emet_W15_1999.csv,text/csv,Comma Separated Values (.csv),OJJGvjpfZLryjX,OJJGvjpfZLryjX/emet_W15_1999.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/OJJGvjpfZLryjX/emet_W15_1999.csv,3526095,8323dd0ec03d6968dc9996173ec8715a
29,emet_W1_1999.csv,_jgofs/output/20230414143635/datasets/data/2320/dataURL/emet_W1_1999.csv,text/csv,Comma Separated Values (.csv),7DDMxmqHW866qz,7DDMxmqHW866qz/emet_W1_1999.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/7DDMxmqHW866qz/emet_W1_1999.csv,62338963,3a56f8a976d17526c90937158bf85a52
30,eventlogs.csv,_jgofs/output/20230414143635/datasets/data/2321/dataURL/eventlogs.csv,text/csv,Comma Separated Values (.csv),933jzozIkRwQQv,933jzozIkRwQQv/eventlogs.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/933jzozIkRwQQv/eventlogs.csv,2544359,f3108dc1e0dec86c379e6e02778dbc57
31,fisheggs_rs.csv,_jgofs/output/20230414143635/datasets/data/2322/dataURL/fisheggs_rs.csv,text/csv,Comma Separated Values (.csv),OJJGvjvhwm3987,OJJGvjvhwm3987/fisheggs_rs.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/OJJGvjvhwm3987/fisheggs_rs.csv,707057,fc0a9f8a9026a5949c0be81a723f4f7c
32,fishlarvaeB_rs.csv,_jgofs/output/20230414143635/datasets/data/2323/dataURL/fishlarvaeB_rs.csv,text/csv,Comma Separated Values (.csv),1VVMoOohW1761,1VVMoOohW1761/fishlarvaeB_rs.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/1VVMoOohW1761/fishlarvaeB_rs.csv,4916734,50b300b8883981340ad63b41e370e143
33,fishlarvaeM_rs.csv,_jgofs/output/20230414143635/datasets/data/2324/dataURL/fishlarvaeM_rs.csv,text/csv,Comma Separated Values (.csv),7DDMxmmSkQXqB,7DDMxmmSkQXqB/fishlarvaeM_rs.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/7DDMxmmSkQXqB/fishlarvaeM_rs.csv,4387627,432aea5a17d9522854babb1ae6e165f3
34,moc10_abund.csv,_jgofs/output/20230414143635/datasets/data/2326/dataURL/moc10_abund.csv,text/csv,Comma Separated Values (.csv),nGGlA00t6p49vJ,nGGlA00t6p49vJ/moc10_abund.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/nGGlA00t6p49vJ/moc10_abund.csv,1935046,b896d8bf10d0fc91a50cb68b698347db
35,moc10data_lengths_rs.csv,_jgofs/output/20230414143635/datasets/data/2327/dataURL/moc10data_lengths_rs.csv,text/csv,Comma Separated Values (.csv),933jzooSyxO6Z,933jzooSyxO6Z/moc10data_lengths_rs.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/933jzooSyxO6Z/moc10data_lengths_rs.csv,9105053,8b154d973b8ea33bd704a421663e7ce2
36,nut_phyto.csv,_jgofs/output/20230414143635/datasets/data/2328/dataURL/nut_phyto.csv,text/csv,Comma Separated Values (.csv),M77XqPPC29PpVg,M77XqPPC29PpVg/nut_phyto.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/M77XqPPC29PpVg/nut_phyto.csv,441982,3f039cf462156e91a94c7ab1bca2ae81
37,station_plans.csv,_jgofs/output/20230414143635/datasets/data/2329/dataURL/station_plans.csv,text/csv,Comma Separated Values (.csv),wnnxNzzC8N15v,wnnxNzzC8N15v/station_plans.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/wnnxNzzC8N15v/station_plans.csv,47490,6de46fed51d8aa89b763c82d9c226f26
38,wind_stress.csv,_jgofs/output/20230414143635/datasets/data/2330/dataURL/wind_stress.csv,text/csv,Comma Separated Values (.csv),M77XqPlFkOYK9v,M77XqPlFkOYK9v/wind_stress.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/M77XqPlFkOYK9v/wind_stress.csv,7695328,ee27c3e151556e7cc3c9fe5848e24798
39,vpr_cashjian.csv,_jgofs/output/20230414143635/datasets/data/2331/dataURL/vpr_cashjian.csv,text/csv,Comma Separated Values (.csv),0AAMnNksgzQOjY,0AAMnNksgzQOjY/vpr_cashjian.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/0AAMnNksgzQOjY/vpr_cashjian.csv,27482411,40b8cf6215a648a98a0d0ed478b25868
40,zoo_pump.csv,_jgofs/output/20230414143635/datasets/data/2332/dataURL/zoo_pump.csv,text/csv,Comma Separated Values (.csv),DwwxODLsnVwGLj,DwwxODLsnVwGLj/zoo_pump.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/DwwxODLsnVwGLj/zoo_pump.csv,2853164,59184385c8819f74dd9cadb9d9307397
41,zoo_cubic_meter.csv,_jgofs/output/20230414143635/datasets/data/2333/dataURL/zoo_cubic_meter.csv,text/csv,Comma Separated Values (.csv),P66GwkDSN7KJP1,P66GwkDSN7KJP1/zoo_cubic_meter.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/P66GwkDSN7KJP1/zoo_cubic_meter.csv,126437720,c5c1c40c678c074c11101aa1c2d878de
42,zoo_square_meter.csv,_jgofs/output/20230414143635/datasets/data/2334/dataURL/zoo_square_meter.csv,text/csv,Comma Separated Values (.csv),M77XqPzHkkWrlE,M77XqPzHkkWrlE/zoo_square_meter.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/M77XqPzHkkWrlE/zoo_square_meter.csv,126437564,f182b271c31f615606f8f235687800f8
43,dif_records.csv,_jgofs/output/20230414143635/datasets/data/2335/dataURL/dif_records.csv,text/csv,Comma Separated Values (.csv),P66GwkDSKyRnBN,P66GwkDSKyRnBN/dif_records.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/P66GwkDSKyRnBN/dif_records.csv,4365,380eafabe03d23709d6af0e2d88f5d3a
44,nepsst.csv,_jgofs/output/20230414143635/datasets/data/2336/dataURL/nepsst.csv,text/csv,Comma Separated Values (.csv),k66gxk4SoOXOA9,k66gxk4SoOXOA9/nepsst.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/k66gxk4SoOXOA9/nepsst.csv,144,479255cfedb334c6fec738ba13e92120
45,birds.csv,_jgofs/output/20230414143635/datasets/data/2337/dataURL/birds.csv,text/csv,Comma Separated Values (.csv),P66GwkyTJKVvvW,P66GwkyTJKVvvW/birds.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/P66GwkyTJKVvvW/birds.csv,340631,868efb7097222923d633c28fca364eb8
46,metabirds.csv,_jgofs/output/20230414143635/datasets/data/2338/dataURL/metabirds.csv,text/csv,Comma Separated Values (.csv),XYYPGvKCXVVxXX,XYYPGvKCXVVxXX/metabirds.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/XYYPGvKCXVVxXX/metabirds.csv,45046,1307c07ba87aa559dd3378378b32ad19
47,cetaceans.csv,_jgofs/output/20230414143635/datasets/data/2339/dataURL/cetaceans.csv,text/csv,Comma Separated Values (.csv),7DDMxmRfZZn6VO,7DDMxmRfZZn6VO/cetaceans.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/7DDMxmRfZZn6VO/cetaceans.csv,51951,66462f19493ce05a3e2ea0ecfb9aff23
48,dif_records.csv,_jgofs/output/20230414143635/datasets/data/2340/dataURL/dif_records.csv,text/csv,Comma Separated Values (.csv),DwwxODgFBYZv1V,DwwxODgFBYZv1V/dif_records.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/DwwxODgFBYZv1V/dif_records.csv,579,6f9065da90388332dcd9e6ebd5955eb3
49,eventlogs_timediff.csv,_jgofs/output/20230414143635/datasets/data/2341/dataURL/eventlogs_timediff.csv,text/csv,Comma Separated Values (.csv),3YY3qgAHRBkYOn,3YY3qgAHRBkYOn/eventlogs_timediff.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/3YY3qgAHRBkYOn/eventlogs_timediff.csv,3601993,37167dacb61c6885a7c52aec158b8817
50,adcp_hourly_f.csv,_jgofs/output/20230414143635/datasets/data/2343/dataURL/adcp_hourly_f.csv,text/csv,Comma Separated Values (.csv),ZZZgKxLc5wMx01,ZZZgKxLc5wMx01/adcp_hourly_f.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/ZZZgKxLc5wMx01/adcp_hourly_f.csv,25007924,df98950085ab25a45c26df08de9f355c
51,adcp_5minute_f.csv,_jgofs/output/20230414143635/datasets/data/2344/dataURL/adcp_5minute_f.csv,text/csv,Comma Separated Values (.csv),7DDMxmGhzZAYjm,7DDMxmGhzZAYjm/adcp_5minute_f.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/7DDMxmGhzZAYjm/adcp_5minute_f.csv,235971018,cf5aef15aaca870a2e866d67f19b419f
52,alongtrack.csv,_jgofs/output/20230414143635/datasets/data/2345/dataURL/alongtrack.csv,text/csv,Comma Separated Values (.csv),N77GrgqcPXZkJw,N77GrgqcPXZkJw/alongtrack.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/N77GrgqcPXZkJw/alongtrack.csv,105830806,ed4dd060a15faa65b4d6676b4997072a
53,awsD.csv,_jgofs/output/20230414143635/datasets/data/2346/dataURL/awsD.csv,text/csv,Comma Separated Values (.csv),QAAXxlwckElZp1,QAAXxlwckElZp1/awsD.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/QAAXxlwckElZp1/awsD.csv,2287883,ab9522d5efe96cfe04eb39a503aa4417
54,awsK.csv,_jgofs/output/20230414143635/datasets/data/2347/dataURL/awsK.csv,text/csv,Comma Separated Values (.csv),1VVMoO8HOoXjqZ,1VVMoO8HOoXjqZ/awsK.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/1VVMoO8HOoXjqZ/awsK.csv,2291461,b54cd43e46106232d96bd7816a19bc95
55,bacteria_ice.csv,_jgofs/output/20230414143635/datasets/data/2348/dataURL/bacteria_ice.csv,text/csv,Comma Separated Values (.csv),wnnxNzBUGlKw2k,wnnxNzBUGlKw2k/bacteria_ice.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/wnnxNzBUGlKw2k/bacteria_ice.csv,84559,83d450f410096565affee9cd821bdb46
56,bacteria_brine.csv,_jgofs/output/20230414143635/datasets/data/2349/dataURL/bacteria_brine.csv,text/csv,Comma Separated Values (.csv),GwwAkJ4IAXqy3,GwwAkJ4IAXqy3/bacteria_brine.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/GwwAkJ4IAXqy3/bacteria_brine.csv,2514,d128626f224d84343ac0eee4fc3e523f
57,bacteria.csv,_jgofs/output/20230414143635/datasets/data/2350/dataURL/bacteria.csv,text/csv,Comma Separated Values (.csv),oAAmBoLfK45gm8,oAAmBoLfK45gm8/bacteria.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/oAAmBoLfK45gm8/bacteria.csv,17749,a29b2740490370329f4038d3b88197bf
58,bathy.csv,_jgofs/output/20230414143635/datasets/data/2351/dataURL/bathy.csv,text/csv,Comma Separated Values (.csv),5AAMvkYfWNkO9V,5AAMvkYfWNkO9V/bathy.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/5AAMvkYfWNkO9V/bathy.csv,2863,64a4b4f3df81c1b5ebc588f8cd3b0938
59,bird_effort.csv,_jgofs/output/20230414143635/datasets/data/2352/dataURL/bird_effort.csv,text/csv,Comma Separated Values (.csv),LAAGpO4fRmY8Ex,LAAGpO4fRmY8Ex/bird_effort.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/LAAGpO4fRmY8Ex/bird_effort.csv,110724,14d73535318953ae948e70637335db10
60,bird_observ.csv,_jgofs/output/20230414143635/datasets/data/2353/dataURL/bird_observ.csv,text/csv,Comma Separated Values (.csv),R88Xym3SRrk7EG,R88Xym3SRrk7EG/bird_observ.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/R88Xym3SRrk7EG/bird_observ.csv,303608,d4613b31aabd2737616bca76f31eda7a
61,BMP2_ess.csv,_jgofs/output/20230414143635/datasets/data/2354/dataURL/BMP2_ess.csv,text/csv,Comma Separated Values (.csv),4WW2rjMumGELrJ,4WW2rjMumGELrJ/BMP2_ess.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/4WW2rjMumGELrJ/BMP2_ess.csv,151289400,2fcb2e7387f5c287d4328b4ee61c5560
62,biomaperII.csv,_jgofs/output/20230414143635/datasets/data/2355/dataURL/biomaperII.csv,text/csv,Comma Separated Values (.csv),ZZZgKx7i8NnYjy,ZZZgKx7i8NnYjy/biomaperII.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/ZZZgKx7i8NnYjy/biomaperII.csv,47165453,c630a14d7e11558f1c174bdacaddcf03
63,fullchloro.csv,_jgofs/output/20230414143635/datasets/data/2356/dataURL/fullchloro.csv,text/csv,Comma Separated Values (.csv),p99nDpyFrGKWg,p99nDpyFrGKWg/fullchloro.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/p99nDpyFrGKWg/fullchloro.csv,268665,6ffca290d2b4e2d4105f727705aad518
64,fullchlorodaly.csv,_jgofs/output/20230414143635/datasets/data/2357/dataURL/fullchlorodaly.csv,text/csv,Comma Separated Values (.csv),LAAGpOximVRGx,LAAGpOximVRGx/fullchlorodaly.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/LAAGpOximVRGx/fullchlorodaly.csv,7172,e400da5812d513db1966bc0fd252d111
65,uwchloro.csv,_jgofs/output/20230414143635/datasets/data/2358/dataURL/uwchloro.csv,text/csv,Comma Separated Values (.csv),xooy0AJTJRn64O,xooy0AJTJRn64O/uwchloro.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/xooy0AJTJRn64O/uwchloro.csv,8938,02c284e19ce2358b4a252b7dfc9bbb76
66,ctd_JK_one_meter.csv,_jgofs/output/20230414143635/datasets/data/2359/dataURL/ctd_JK_one_meter.csv,text/csv,Comma Separated Values (.csv),2GGXpPYfEYYKv2,2GGXpPYfEYYKv2/ctd_JK_one_meter.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/2GGXpPYfEYYKv2/ctd_JK_one_meter.csv,37714993,f336f543842d941e39dc9a33a861cc22
67,ctd_JK_std_depth.csv,_jgofs/output/20230414143635/datasets/data/2360/dataURL/ctd_JK_std_depth.csv,text/csv,Comma Separated Values (.csv),EKKygEzF0KgGo,EKKygEzF0KgGo/ctd_JK_std_depth.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/EKKygEzF0KgGo/ctd_JK_std_depth.csv,865541,ac7f7a569015408bb7d3b448d0d9e83b
68,ctd_cruise.csv,_jgofs/output/20230414143635/datasets/data/2361/dataURL/ctd_cruise.csv,text/csv,Comma Separated Values (.csv),GwwAkJBU0p5DVG,GwwAkJBU0p5DVG/ctd_cruise.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/GwwAkJBU0p5DVG/ctd_cruise.csv,750865909,42069a2c56715bd98b028f74c8fb5ba9
69,allpar_rs.csv,_jgofs/output/20230414143635/datasets/data/2362/dataURL/allpar_rs.csv,text/csv,Comma Separated Values (.csv),vmmwMynC4x2oy3,vmmwMynC4x2oy3/allpar_rs.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/vmmwMynC4x2oy3/allpar_rs.csv,6573,7d8391ef1a303febc796b3445b35885b
70,dif_records.csv,_jgofs/output/20230414143635/datasets/data/2363/dataURL/dif_records.csv,text/csv,Comma Separated Values (.csv),OJJGvjmc25j5o4,OJJGvjmc25j5o4/dif_records.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/OJJGvjmc25j5o4/dif_records.csv,4421,21bc058b13e0a72bb9e21092656870d1
71,drifters.csv,_jgofs/output/20230414143635/datasets/data/2364/dataURL/drifters.csv,text/csv,Comma Separated Values (.csv),P66GwknuZBqpW3,P66GwknuZBqpW3/drifters.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/P66GwknuZBqpW3/drifters.csv,453,a00ca0825e00bd4afe56d99e8a9a83e2
72,drifters_argos.csv,_jgofs/output/20230414143635/datasets/data/2365/dataURL/drifters_argos.csv,text/csv,Comma Separated Values (.csv),EKKygEYHpkPW01,EKKygEYHpkPW01/drifters_argos.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/EKKygEYHpkPW01/drifters_argos.csv,3933920,ce510d3eda10b8c86355a55c0ff9bca9
73,krill.csv,_jgofs/output/20230414143635/datasets/data/2366/dataURL/krill.csv,text/csv,Comma Separated Values (.csv),yppz4BZfJ6V6ZL,yppz4BZfJ6V6ZL/krill.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/yppz4BZfJ6V6ZL/krill.csv,2701456,2b044d2ebc7ee7713f3406228507baa6
74,eventlogs.csv,_jgofs/output/20230414143635/datasets/data/2367/dataURL/eventlogs.csv,text/csv,Comma Separated Values (.csv),B11vMADF8Dw4pm,B11vMADF8Dw4pm/eventlogs.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/B11vMADF8Dw4pm/eventlogs.csv,627450,3d2c990efaa243a0a706ec3c098dea99
75,mean_rates_rs.csv,_jgofs/output/20230414143635/datasets/data/2369/dataURL/mean_rates_rs.csv,text/csv,Comma Separated Values (.csv),DwwxODGfnn867G,DwwxODGfnn867G/mean_rates_rs.csv,SUCCESS,,https://datadocs.bco-dmo.org/file/DwwxODGfnn867G/mean_rates_rs.csv,6750,be86e35b1659b32908a15e90f5bf1078
